Category,Descript,DayOfWeek,PdDistrict,Resolution
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,TENDERLOIN,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT BICYCLE,Monday,INGLESIDE,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Monday,BAYVIEW,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,TARAVAL,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,TARAVAL,NONE
BURGLARY,"BURGLARY, ATTEMPTED FORCIBLE ENTRY",Friday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,MISSION,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Sunday,MISSION,NONE
NON-CRIMINAL,FOUND PROPERTY,Monday,RICHMOND,NONE
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,"ARREST, BOOKED"
WEAPON LAWS,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN,Monday,SOUTHERN,"ARREST, BOOKED"
WEAPON LAWS,POSS OF PROHIBITED WEAPON,Monday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,PLANTING/CULTIVATING MARIJUANA,Monday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Monday,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE
NON-CRIMINAL,AIDED CASE,Monday,CENTRAL,NONE
SUSPICIOUS OCC,UNUSUAL OCCURENCE,Monday,CENTRAL,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,TARAVAL,NONE
BURGLARY,"BURGLARY OF HOTEL ROOM, UNLAWFUL ENTRY",Friday,CENTRAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Saturday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE
ASSAULT,INFLICT INJURY ON COHABITEE,Monday,BAYVIEW,"ARREST, BOOKED"
"SEX OFFENSES, FORCIBLE","FORCIBLE RAPE, BODILY FORCE",Monday,MISSION,"ARREST, BOOKED"
"SEX OFFENSES, FORCIBLE",SEXUAL BATTERY,Monday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,INDECENT EXPOSURE,Monday,MISSION,"ARREST, BOOKED"
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,TARAVAL,NONE
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Monday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Monday,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,"ARREST, CITED"
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,BAYVIEW,NONE
DRUG/NARCOTIC,POSSESSION OF HEROIN,Monday,CENTRAL,NONE
FRAUD,DEFRAUDING AN INNKEEPER,Monday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT PICKPOCKET,Sunday,CENTRAL,NONE
BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Monday,MISSION,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,CONSPIRACY,Monday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,RESCUING PRISONER FROM LAWFUL CUSTODY,Monday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Monday,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Monday,SOUTHERN,JUVENILE BOOKED
BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Monday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Monday,TENDERLOIN,JUVENILE CITED
LARCENY/THEFT,ATTEMPTED THEFT OF A BICYCLE,Monday,CENTRAL,NONE
"SEX OFFENSES, FORCIBLE",ASSAULT TO RAPE WITH BODILY FORCE,Monday,BAYVIEW,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,BAYVIEW,NONE
WARRANTS,ENROUTE TO PAROLE OFFICER,Monday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,BAYVIEW,"ARREST, CITED"
BURGLARY,"BURGLARY OF STORE, FORCIBLE ENTRY",Tuesday,RICHMOND,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,CENTRAL,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,SOUTHERN,PSYCHOPATHIC CASE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,BAYVIEW,PSYCHOPATHIC CASE
NON-CRIMINAL,LOST PROPERTY,Saturday,CENTRAL,NONE
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Monday,MISSION,NONE
NON-CRIMINAL,LOST PROPERTY,Monday,SOUTHERN,NONE
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,MISSION,NONE
DRUG/NARCOTIC,POSSESSION OF COCAINE,Monday,INGLESIDE,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Monday,INGLESIDE,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Monday,INGLESIDE,"ARREST, BOOKED"
TRESPASS,TRESPASSING,Monday,NORTHERN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,NORTHERN,NONE
OTHER OFFENSES,PAROLE VIOLATION,Monday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Monday,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,ENROUTE TO PAROLE OFFICER,Monday,SOUTHERN,"ARREST, BOOKED"
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,MISSION,NONE
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Monday,CENTRAL,NONE
ASSAULT,"AGGRAVATED ASSAULT OF POLICE OFFICER,BODILY FORCE",Monday,CENTRAL,NONE
ASSAULT,BATTERY,Monday,RICHMOND,"ARREST, BOOKED"
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Monday,RICHMOND,"ARREST, BOOKED"
ASSAULT,THREATS AGAINST LIFE,Monday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE
ROBBERY,ROBBERY ON THE STREET WITH A GUN,Monday,INGLESIDE,NONE
ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH A GUN,Monday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,INGLESIDE,NONE
ASSAULT,BATTERY,Monday,INGLESIDE,JUVENILE BOOKED
ASSAULT,THREATS AGAINST LIFE,Monday,INGLESIDE,JUVENILE BOOKED
ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH A GUN,Monday,INGLESIDE,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Monday,MISSION,NONE
ROBBERY,ROBBERY ON THE STREET WITH A GUN,Monday,BAYVIEW,"ARREST, BOOKED"
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,MISSION,"ARREST, BOOKED"
WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Monday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,RESISTING ARREST,Monday,MISSION,"ARREST, BOOKED"
ROBBERY,"ROBBERY, ARMED WITH A KNIFE",Monday,MISSION,"ARREST, BOOKED"
ASSAULT,BATTERY,Monday,CENTRAL,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,MISSION,NONE
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Monday,TARAVAL,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Monday,TARAVAL,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Monday,SOUTHERN,NONE
DRUG/NARCOTIC,POSSESSION OF HEROIN,Tuesday,NORTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,NORTHERN,"ARREST, BOOKED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,NORTHERN,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,BAYVIEW,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Tuesday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,RESISTING ARREST,Tuesday,MISSION,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,MISSION,"ARREST, BOOKED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,MISSION,PSYCHOPATHIC CASE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,CENTRAL,"ARREST, CITED"
WARRANTS,WARRANT ARREST,Tuesday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Tuesday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF COCAINE,Tuesday,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,ENROUTE TO PROBATION OFFICER,Tuesday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,NORTHERN,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,BAYVIEW,"ARREST, CITED"
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,TARAVAL,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,SOUTHERN,"ARREST, CITED"
NON-CRIMINAL,LOST PROPERTY,Friday,MISSION,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,TARAVAL,"ARREST, CITED"
TRESPASS,TRESPASSING,Tuesday,MISSION,NONE
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Tuesday,SOUTHERN,NONE
WARRANTS,WARRANT ARREST,Tuesday,SOUTHERN,NONE
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Tuesday,INGLESIDE,"ARREST, BOOKED"
OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Tuesday,MISSION,"ARREST, CITED"
BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Tuesday,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Tuesday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Tuesday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Tuesday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Tuesday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Tuesday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Tuesday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Tuesday,CENTRAL,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,TENDERLOIN,"ARREST, CITED"
FRAUD,"TRICK AND DEVICE, GRAND THEFT",Monday,NORTHERN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,NORTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Tuesday,NORTHERN,"ARREST, CITED"
NON-CRIMINAL,FOUND PROPERTY,Tuesday,PARK,NONE
ROBBERY,ROBBERY ON THE STREET WITH A GUN,Tuesday,MISSION,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A GUN,Tuesday,MISSION,NONE
ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,SOUTHERN,"ARREST, BOOKED"
ASSAULT,THREATS AGAINST LIFE,Tuesday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,MISSION,"ARREST, CITED"
FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,NORTHERN,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Monday,NORTHERN,NONE
SUICIDE,ATTEMPTED SUICIDE BY INGESTION,Tuesday,SOUTHERN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,SOUTHERN,NONE
NON-CRIMINAL,LOCATED PROPERTY,Friday,MISSION,NONE
ASSAULT,BATTERY,Tuesday,MISSION,UNFOUNDED
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Monday,BAYVIEW,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,BAYVIEW,NONE
NON-CRIMINAL,LOST PROPERTY,Monday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,TENDERLOIN,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,TENDERLOIN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,TENDERLOIN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,MISSION,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Wednesday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,RICHMOND,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,CENTRAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,CENTRAL,NONE
NON-CRIMINAL,LOST PROPERTY,Thursday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,TENDERLOIN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,TENDERLOIN,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,TENDERLOIN,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,TENDERLOIN,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,TENDERLOIN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Monday,TENDERLOIN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,TENDERLOIN,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,INGLESIDE,NONE
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Saturday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Wednesday,INGLESIDE,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Wednesday,RICHMOND,NONE
VEHICLE THEFT,STOLEN TRUCK,Wednesday,INGLESIDE,NONE
ROBBERY,ROBBERY ON THE STREET WITH A DANGEROUS WEAPON,Friday,PARK,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Thursday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,PARK,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE
BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Tuesday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,NORTHERN,NONE
BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Wednesday,PARK,NONE
BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Thursday,PARK,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,INGLESIDE,NONE
WARRANTS,WARRANT ARREST,Friday,SOUTHERN,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT FROM PERSON,Friday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,SOUTHERN,NONE
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,MISSION,"ARREST, BOOKED"
ASSAULT,THREATS AGAINST LIFE,Sunday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,INJURY TO TELEGRAPH/TELEPHONE LINES,Sunday,MISSION,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Sunday,PARK,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,NORTHERN,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,MISSION,NONE
VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Wednesday,NORTHERN,NONE
ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,CENTRAL,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Tuesday,CENTRAL,"ARREST, BOOKED"
WEAPON LAWS,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN,Tuesday,TENDERLOIN,"ARREST, BOOKED"
WEAPON LAWS,POSS OF LOADED FIREARM,Tuesday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,PAROLE VIOLATION,Tuesday,TENDERLOIN,"ARREST, BOOKED"
BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Tuesday,BAYVIEW,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,BAYVIEW,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,BAYVIEW,NONE
NON-CRIMINAL,AIDED CASE,Thursday,SOUTHERN,NONE
ROBBERY,"ROBBERY, ARMED WITH A GUN",Thursday,BAYVIEW,"ARREST, BOOKED"
WEAPON LAWS,POSS OF FIREARM BY CONVICTED FELON/ADDICT/ALIEN,Thursday,BAYVIEW,"ARREST, BOOKED"
VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,SOUTHERN,NONE
VEHICLE THEFT,STOLEN TRUCK,Wednesday,TARAVAL,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,CENTRAL,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,SOUTHERN,NONE
BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Friday,NORTHERN,NONE
SUSPICIOUS OCC,SUSPICIOUS PERSON,Thursday,TARAVAL,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,MISSION,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Friday,TARAVAL,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,MISSION,NONE
MISSING PERSON,MISSING ADULT,Friday,MISSION,LOCATED
MISSING PERSON,FOUND PERSON,Friday,MISSION,LOCATED
EMBEZZLEMENT,"EMBEZZLEMENT, GRAND THEFT",Friday,MISSION,NONE
NON-CRIMINAL,FOUND PROPERTY,Friday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE
LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Saturday,SOUTHERN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,TENDERLOIN,NONE
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Friday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE
BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Friday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,RICHMOND,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,RICHMOND,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,RICHMOND,NONE
BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Saturday,NORTHERN,NONE
LARCENY/THEFT,ATTEMPTED THEFT FROM UNLOCKED VEHICLE,Saturday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,MISSION,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,CENTRAL,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,NORTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,RICHMOND,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,NORTHERN,NONE
LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Saturday,PARK,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,PARK,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,MISSION,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, FORCIBLE ENTRY",Friday,PARK,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Friday,PARK,NONE
"SEX OFFENSES, FORCIBLE","FORCIBLE RAPE, BODILY FORCE",Saturday,NORTHERN,"ARREST, BOOKED"
VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,NORTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,NORTHERN,"ARREST, BOOKED"
NON-CRIMINAL,TRAFFIC ACCIDENT,Saturday,TENDERLOIN,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,RICHMOND,NONE
ROBBERY,"ROBBERY, BODILY FORCE",Sunday,TENDERLOIN,"ARREST, BOOKED"
DISORDERLY CONDUCT,DISTURBING THE PEACE,Sunday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,MISSION,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,RICHMOND,UNFOUNDED
BURGLARY,"BURGLARY,BLDG. UNDER CONSTRUCTION, FORCIBLE ENTRY",Friday,CENTRAL,NONE
NON-CRIMINAL,LOST PROPERTY,Sunday,CENTRAL,NONE
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,MISSION,NONE
NON-CRIMINAL,ACCIDENTAL SHOOTING,Sunday,INGLESIDE,DISTRICT ATTORNEY REFUSES TO PROSECUTE
OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,MISSION,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,TENDERLOIN,"ARREST, CITED"
BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Sunday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,SOUTHERN,JUVENILE CITED
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,CENTRAL,"ARREST, CITED"
OTHER OFFENSES,INTERFERRING WITH A FIREMAN,Sunday,SOUTHERN,"ARREST, CITED"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,TENDERLOIN,"ARREST, CITED"
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,INGLESIDE,NONE
