Category,Descript,DayOfWeek,PdDistrict,Resolution
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,CENTRAL,NONE
OTHER OFFENSES,FALSE FIRE ALARM,Monday,SOUTHERN,"ARREST, CITED"
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Monday,TENDERLOIN,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,TENDERLOIN,NONE
LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Monday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,SOUTHERN,NONE
RUNAWAY,RUNAWAY,Monday,BAYVIEW,NONE
MISSING PERSON,MISSING JUVENILE,Monday,BAYVIEW,NONE
MISSING PERSON,FOUND PERSON,Monday,BAYVIEW,NONE
ROBBERY,ROBBERY ON THE STREET WITH A GUN,Monday,INGLESIDE,NONE
ROBBERY,ATTEMPTED ROBBERY WITH A KNIFE,Monday,NORTHERN,NONE
ASSAULT,BATTERY,Monday,NORTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,CENTRAL,COMPLAINANT REFUSES TO PROSECUTE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,TENDERLOIN,NONE
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Monday,TENDERLOIN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,NONE
ROBBERY,ROBBERY ON THE STREET WITH A GUN,Monday,INGLESIDE,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,BAYVIEW,NONE
WARRANTS,WARRANT ARREST,Tuesday,BAYVIEW,NONE
ROBBERY,ROBBERY ON THE STREET WITH A KNIFE,Tuesday,MISSION,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Tuesday,MISSION,NONE
DRUG/NARCOTIC,POSSESSION OF HEROIN,Tuesday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,SOUTHERN,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Monday,NORTHERN,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,TENDERLOIN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,BAYVIEW,PSYCHOPATHIC CASE
NON-CRIMINAL,FOUND PROPERTY,Tuesday,SOUTHERN,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,SOUTHERN,JUVENILE CITED
BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Thursday,NORTHERN,NONE
MISSING PERSON,FOUND PERSON,Thursday,CENTRAL,LOCATED
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF COCAINE,Thursday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Thursday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,ESCAPE OF PRISONER WHILE HOSPITALIZED,Thursday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,RESISTING ARREST,Thursday,TENDERLOIN,"ARREST, BOOKED"
LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Thursday,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Thursday,TENDERLOIN,"ARREST, BOOKED"
MISSING PERSON,MISSING ADULT,Thursday,CENTRAL,LOCATED
NON-CRIMINAL,FOUND PROPERTY,Friday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,CENTRAL,NONE
MISSING PERSON,MISSING ADULT,Thursday,CENTRAL,NONE
MISSING PERSON,FOUND PERSON,Thursday,CENTRAL,NONE
MISSING PERSON,MISSING ADULT,Friday,TARAVAL,LOCATED
MISSING PERSON,FOUND PERSON,Friday,TARAVAL,LOCATED
ASSAULT,BATTERY,Friday,MISSION,NONE
ROBBERY,ROBBERY ON THE STREET WITH A GUN,Friday,NORTHERN,"ARREST, BOOKED"
ROBBERY,"ROBBERY, BODILY FORCE",Friday,NORTHERN,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Friday,NORTHERN,"ARREST, BOOKED"
ROBBERY,"ROBBERY, ARMED WITH A GUN",Saturday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE
ASSAULT,THREATS AGAINST LIFE,Friday,BAYVIEW,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,INGLESIDE,NONE
ASSAULT,BATTERY,Sunday,INGLESIDE,"ARREST, CITED"
WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Sunday,INGLESIDE,"ARREST, CITED"
NON-CRIMINAL,LOST PROPERTY,Thursday,MISSION,NONE
BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Tuesday,TARAVAL,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,CENTRAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,CENTRAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,BAYVIEW,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Monday,SOUTHERN,"ARREST, CITED"
ASSAULT,BATTERY,Monday,NORTHERN,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,BAYVIEW,"ARREST, CITED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,CENTRAL,PSYCHOPATHIC CASE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,NORTHERN,"ARREST, CITED"
NON-CRIMINAL,LOST PROPERTY,Monday,INGLESIDE,NONE
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,BAYVIEW,NONE
NON-CRIMINAL,LOST PROPERTY,Monday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Sunday,CENTRAL,NONE
FORGERY/COUNTERFEITING,"FORGERY, NOTES",Sunday,NORTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,SOUTHERN,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,RICHMOND,"ARREST, CITED"
OTHER OFFENSES,HARASSING PHONE CALLS,Monday,BAYVIEW,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Sunday,MISSION,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Monday,BAYVIEW,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,MISSION,PSYCHOPATHIC CASE
ASSAULT,BATTERY,Monday,PARK,"ARREST, CITED"
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Monday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Monday,CENTRAL,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,SOUTHERN,PSYCHOPATHIC CASE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,TARAVAL,NONE
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Monday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,MISSION,NONE
ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Monday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,BAYVIEW,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,BAYVIEW,NONE
BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Monday,NORTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Monday,CENTRAL,NONE
NON-CRIMINAL,LOST PROPERTY,Thursday,MISSION,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,NORTHERN,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,SOUTHERN,"ARREST, CITED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,RICHMOND,PSYCHOPATHIC CASE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Monday,NORTHERN,"ARREST, CITED"
ROBBERY,ROBBERY ON THE STREET WITH A GUN,Monday,INGLESIDE,NONE
ASSAULT,BATTERY,Tuesday,MISSION,"ARREST, CITED"
OTHER OFFENSES,RECKLESS DRIVING,Tuesday,TENDERLOIN,"ARREST, CITED"
ASSAULT,BATTERY,Tuesday,MISSION,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Tuesday,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Monday,TARAVAL,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,MISSION,PSYCHOPATHIC CASE
BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Tuesday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,BAYVIEW,NONE
BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Monday,PARK,NONE
ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,BAYVIEW,NONE
OTHER OFFENSES,RESISTING ARREST,Tuesday,PARK,"ARREST, CITED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,PARK,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Tuesday,PARK,"ARREST, CITED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,RICHMOND,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,MISSION,PSYCHOPATHIC CASE
NON-CRIMINAL,FOUND PROPERTY,Tuesday,TENDERLOIN,NONE
LARCENY/THEFT,"LOST PROPERTY, GRAND THEFT",Sunday,TARAVAL,NONE
LARCENY/THEFT,ATTEMPTED SHOPLIFTING,Thursday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Thursday,MISSION,"ARREST, BOOKED"
TRESPASS,TRESPASSING,Thursday,MISSION,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT OF PROPERTY,Sunday,TARAVAL,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,INGLESIDE,NONE
NON-CRIMINAL,FOUND PROPERTY,Monday,PARK,NONE
BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Monday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Monday,NORTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Tuesday,SOUTHERN,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,TARAVAL,NONE
OTHER OFFENSES,VIOLATION OF PARK CODE,Tuesday,RICHMOND,"ARREST, BOOKED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,RICHMOND,"ARREST, BOOKED"
NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,TENDERLOIN,NONE
ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Tuesday,SOUTHERN,"ARREST, BOOKED"
ASSAULT,BATTERY,Tuesday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,SOUTHERN,"ARREST, BOOKED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,SOUTHERN,"ARREST, BOOKED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,TENDERLOIN,PSYCHOPATHIC CASE
ASSAULT,BATTERY,Tuesday,INGLESIDE,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Monday,TARAVAL,NONE
TRESPASS,TRESPASSING,Friday,INGLESIDE,NONE
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,NORTHERN,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,NORTHERN,NONE
ASSAULT,THREATS AGAINST LIFE,Tuesday,NORTHERN,NONE
ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,CENTRAL,"ARREST, BOOKED"
ASSAULT,THREATS AGAINST LIFE,Tuesday,CENTRAL,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT PICKPOCKET,Tuesday,NORTHERN,NONE
NON-CRIMINAL,"AIDED CASE, DOG BITE",Tuesday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Tuesday,SOUTHERN,NONE
FORGERY/COUNTERFEITING,"FORGERY, DRIVERS LICENSE OR ID-CARD",Tuesday,NORTHERN,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT PICKPOCKET,Tuesday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,PARK,NONE
LARCENY/THEFT,GRAND THEFT PICKPOCKET,Monday,NORTHERN,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,NORTHERN,NONE
WARRANTS,WARRANT ARREST,Tuesday,CENTRAL,"ARREST, BOOKED"
TRESPASS,TRESPASSING,Tuesday,BAYVIEW,"ARREST, CITED"
NON-CRIMINAL,FOUND PROPERTY,Tuesday,TARAVAL,NONE
OTHER OFFENSES,TAMPERING WITH A VEHICLE,Tuesday,MISSION,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,MISSION,NONE
ASSAULT,BATTERY,Tuesday,TARAVAL,COMPLAINANT REFUSES TO PROSECUTE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Monday,SOUTHERN,NONE
NON-CRIMINAL,FOUND PROPERTY,Tuesday,NORTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,BAYVIEW,NONE
ASSAULT,BATTERY,Tuesday,SOUTHERN,"ARREST, BOOKED"
KIDNAPPING,FALSE IMPRISONMENT,Tuesday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Tuesday,SOUTHERN,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Tuesday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT OF PROPERTY,Monday,NORTHERN,NONE
LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Tuesday,PARK,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,MISSION,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,MISSION,NONE
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Tuesday,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,BAYVIEW,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF COCAINE,Tuesday,TENDERLOIN,NONE
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Tuesday,TENDERLOIN,NONE
OTHER OFFENSES,PROBATION VIOLATION,Tuesday,TENDERLOIN,NONE
BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",Saturday,PARK,NONE
WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Saturday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE
SUSPICIOUS OCC,UNUSUAL OCCURENCE,Sunday,TARAVAL,NONE
ASSAULT,BATTERY,Tuesday,BAYVIEW,NONE
ASSAULT,THREATS AGAINST LIFE,Monday,SOUTHERN,NONE
OTHER OFFENSES,HARASSING PHONE CALLS,Friday,TARAVAL,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,NORTHERN,NONE
LARCENY/THEFT,PETTY THEFT WITH PRIOR,Tuesday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Tuesday,SOUTHERN,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,BAYVIEW,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,RICHMOND,NONE
ROBBERY,ROBBERY OF A RESIDENCE WITH A KNIFE,Tuesday,PARK,NONE
VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Monday,CENTRAL,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,MISSION,"ARREST, CITED"
LARCENY/THEFT,PETTY THEFT WITH PRIOR,Tuesday,SOUTHERN,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Tuesday,MISSION,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,TENDERLOIN,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,MISSION,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE
ASSAULT,THREATS AGAINST LIFE,Tuesday,PARK,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,CONSPIRACY,Tuesday,SOUTHERN,"ARREST, BOOKED"
WEAPON LAWS,POSS OF PROHIBITED WEAPON,Tuesday,NORTHERN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,PARK,NONE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Monday,RICHMOND,NONE
DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Tuesday,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Tuesday,TENDERLOIN,"ARREST, BOOKED"
ASSAULT,BATTERY,Tuesday,MISSION,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,MISSION,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF OPIATES,Tuesday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,PAROLE VIOLATION,Tuesday,SOUTHERN,"ARREST, BOOKED"
WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Tuesday,SOUTHERN,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, TIRE SLASHING",Tuesday,BAYVIEW,NONE
BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Tuesday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE
NON-CRIMINAL,FOUND PROPERTY,Tuesday,SOUTHERN,NONE
BURGLARY,"BURGLARY OF FLAT, FORCIBLE ENTRY",Friday,PARK,NONE
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Tuesday,BAYVIEW,NONE
NON-CRIMINAL,"AIDED CASE, INJURED PERSON",Tuesday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,RICHMOND,NONE
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,RICHMOND,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,INGLESIDE,"ARREST, CITED"
NON-CRIMINAL,FOUND PROPERTY,Tuesday,PARK,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,BAYVIEW,"ARREST, CITED"
ASSAULT,BATTERY,Tuesday,MISSION,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,BAYVIEW,"ARREST, CITED"
NON-CRIMINAL,FOUND PROPERTY,Tuesday,NORTHERN,NONE
VANDALISM,"MALICIOUS MISCHIEF, TIRE SLASHING",Tuesday,TARAVAL,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,BAYVIEW,NONE
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,CONSPIRACY,Tuesday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Tuesday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,TENDERLOIN,"ARREST, CITED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,TENDERLOIN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,NORTHERN,PSYCHOPATHIC CASE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,BAYVIEW,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,CENTRAL,"ARREST, CITED"
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,PARK,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, ATT FORCIBLE ENTRY",Tuesday,NORTHERN,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,BAYVIEW,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,INGLESIDE,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Tuesday,NORTHERN,"ARREST, BOOKED"
OTHER OFFENSES,PAROLE VIOLATION,Tuesday,NORTHERN,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Tuesday,NORTHERN,"ARREST, BOOKED"
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Wednesday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,NORTHERN,PSYCHOPATHIC CASE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,TARAVAL,PSYCHOPATHIC CASE
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Wednesday,CENTRAL,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Wednesday,CENTRAL,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,BAYVIEW,"ARREST, CITED"
ASSAULT,BATTERY,Wednesday,CENTRAL,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,MISSION,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,BAYVIEW,"ARREST, CITED"
OTHER OFFENSES,RESISTING ARREST,Wednesday,MISSION,"ARREST, BOOKED"
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Wednesday,MISSION,"ARREST, BOOKED"
ASSAULT,"AGGRAVATED ASSAULT OF POLICE OFFICER,BODILY FORCE",Wednesday,SOUTHERN,"ARREST, BOOKED"
NON-CRIMINAL,FIRE REPORT,Wednesday,TENDERLOIN,NONE
BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Wednesday,MISSION,NONE
NON-CRIMINAL,FOUND PROPERTY,Wednesday,MISSION,NONE
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Wednesday,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Wednesday,TENDERLOIN,"ARREST, BOOKED"
ASSAULT,BATTERY,Wednesday,SOUTHERN,NONE
BURGLARY,"BURGLARY, FORCIBLE ENTRY",Wednesday,TARAVAL,NONE
BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Wednesday,PARK,NONE
WARRANTS,ENROUTE TO PAROLE OFFICER,Wednesday,NORTHERN,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Wednesday,SOUTHERN,NONE
WARRANTS,WARRANT ARREST,Wednesday,SOUTHERN,NONE
WARRANTS,ENROUTE TO PAROLE OFFICER,Wednesday,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Wednesday,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,MISSION,NONE
ASSAULT,THREATS AGAINST LIFE,Wednesday,BAYVIEW,NONE
OTHER OFFENSES,PAROLE VIOLATION,Wednesday,BAYVIEW,NONE
OTHER OFFENSES,RESISTING ARREST,Wednesday,BAYVIEW,NONE
TRESPASS,TRESPASSING,Wednesday,TARAVAL,NONE
WEAPON LAWS,POSSESSION OF AIR GUN,Wednesday,TARAVAL,NONE
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Tuesday,INGLESIDE,NONE
LARCENY/THEFT,GRAND THEFT PICKPOCKET,Wednesday,SOUTHERN,NONE
NON-CRIMINAL,LOST PROPERTY,Sunday,TENDERLOIN,NONE
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,INGLESIDE,"ARREST, CITED"
OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Wednesday,INGLESIDE,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,RICHMOND,"ARREST, CITED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,NORTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,RICHMOND,NONE
OTHER OFFENSES,BEYOND PARENTAL CONTROL,Tuesday,RICHMOND,JUVENILE CITED
ASSAULT,BATTERY,Wednesday,MISSION,NONE
NON-CRIMINAL,LOST PROPERTY,Sunday,CENTRAL,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,RICHMOND,"ARREST, CITED"
ROBBERY,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",Tuesday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,RICHMOND,NONE
WARRANTS,ENROUTE TO PROBATION OFFICER,Wednesday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Wednesday,BAYVIEW,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,RICHMOND,"ARREST, CITED"
TRESPASS,TRESPASSING,Wednesday,RICHMOND,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Wednesday,RICHMOND,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION,Wednesday,CENTRAL,"ARREST, CITED"
TRESPASS,TRESPASSING,Monday,SOUTHERN,NONE
