Category,Descript,DayOfWeek,PdDistrict,Resolution
LARCENY/THEFT,PETTY THEFT WITH PRIOR,Saturday,PARK,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Saturday,PARK,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Saturday,TENDERLOIN,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,CENTRAL,NONE
LARCENY/THEFT,"LOST PROPERTY, GRAND THEFT",Saturday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,MISSION,"ARREST, CITED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,BAYVIEW,NONE
NON-CRIMINAL,TURNED IN GUN,Saturday,INGLESIDE,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Saturday,BAYVIEW,NONE
LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Saturday,BAYVIEW,NONE
ROBBERY,"ROBBERY, BODILY FORCE",Saturday,CENTRAL,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,TENDERLOIN,"ARREST, CITED"
ASSAULT,BATTERY,Saturday,SOUTHERN,NONE
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,PARK,NONE
ROBBERY,ROBBERY ON THE STREET WITH A GUN,Saturday,BAYVIEW,NONE
BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Saturday,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,TENDERLOIN,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,CENTRAL,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,TARAVAL,NONE
GAMBLING,GAMBLING,Saturday,CENTRAL,"ARREST, BOOKED"
ROBBERY,ROBBERY ON THE STREET WITH A KNIFE,Saturday,BAYVIEW,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,SOUTHERN,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,PAROLE VIOLATION,Saturday,TENDERLOIN,"ARREST, BOOKED"
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Saturday,NORTHERN,"ARREST, BOOKED"
OTHER OFFENSES,RESISTING ARREST,Saturday,NORTHERN,"ARREST, BOOKED"
NON-CRIMINAL,LOST PROPERTY,Saturday,NORTHERN,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,TENDERLOIN,NONE
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Saturday,MISSION,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,MISSION,"ARREST, CITED"
ASSAULT,BATTERY,Saturday,SOUTHERN,JUVENILE CITED
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,SOUTHERN,JUVENILE CITED
OTHER OFFENSES,FALSE FIRE ALARM,Thursday,MISSION,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,TENDERLOIN,NONE
DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Saturday,TENDERLOIN,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,TARAVAL,NONE
NON-CRIMINAL,FOUND PROPERTY,Saturday,TENDERLOIN,NONE
LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,SOUTHERN,NONE
LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Monday,INGLESIDE,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,CENTRAL,NONE
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,PARK,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Saturday,PARK,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,MISSION,JUVENILE CITED
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,MISSION,JUVENILE CITED
DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Saturday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,TRANSPORTATION OF HEROIN,Saturday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,PAROLE VIOLATION,Saturday,SOUTHERN,"ARREST, BOOKED"
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Saturday,CENTRAL,NONE
OTHER OFFENSES,RESISTING ARREST,Saturday,MISSION,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,MISSION,"ARREST, CITED"
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,RICHMOND,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,RICHMOND,"ARREST, BOOKED"
DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Saturday,RICHMOND,"ARREST, BOOKED"
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,SOUTHERN,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,INGLESIDE,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,TARAVAL,"ARREST, CITED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,TENDERLOIN,PSYCHOPATHIC CASE
OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Saturday,INGLESIDE,"ARREST, CITED"
NON-CRIMINAL,"AIDED CASE, DOG BITE",Saturday,INGLESIDE,"ARREST, CITED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,BAYVIEW,NONE
KIDNAPPING,FALSE IMPRISONMENT,Saturday,BAYVIEW,NONE
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,PARK,"ARREST, BOOKED"
LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,MISSION,NONE
OTHER OFFENSES,MISCELLANEOUS STATE MISDEMEANOR,Saturday,BAYVIEW,JUVENILE CITED
OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Saturday,BAYVIEW,JUVENILE CITED
OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,BAYVIEW,JUVENILE CITED
ROBBERY,ATTEMPTED ROBBERY WITH A DEADLY WEAPON,Saturday,BAYVIEW,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,BAYVIEW,NONE
ASSAULT,THREATS AGAINST LIFE,Saturday,BAYVIEW,NONE
OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Saturday,MISSION,NONE
VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Saturday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,TENDERLOIN,NONE
ROBBERY,"ROBBERY OF A COMMERCIAL ESTABLISHMENT, STRONGARM",Saturday,CENTRAL,NONE
ASSAULT,BATTERY,Saturday,SOUTHERN,"ARREST, CITED"
NON-CRIMINAL,FOUND PROPERTY,Saturday,SOUTHERN,NONE
DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,SOUTHERN,NONE
NON-CRIMINAL,AIDED CASE,Saturday,SOUTHERN,NONE
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Saturday,MISSION,NONE
DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Saturday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,MISSION,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,AID OR HARBOR FELON,Saturday,SOUTHERN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Saturday,SOUTHERN,"ARREST, BOOKED"
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,BAYVIEW,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,TENDERLOIN,NONE
ASSAULT,THREATS AGAINST LIFE,Thursday,BAYVIEW,NONE
OTHER OFFENSES,RESISTING ARREST,Saturday,RICHMOND,"ARREST, BOOKED"
TRESPASS,TRESPASSING,Saturday,RICHMOND,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,MISSION,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,SOUTHERN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Saturday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,INGLESIDE,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,SOUTHERN,"ARREST, CITED"
LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,SOUTHERN,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,SOUTHERN,NONE
NON-CRIMINAL,AIDED CASE,Saturday,CENTRAL,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,TARAVAL,PSYCHOPATHIC CASE
ASSAULT,BATTERY OF A POLICE OFFICER,Saturday,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,PAROLE VIOLATION,Saturday,BAYVIEW,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,BAYVIEW,"ARREST, BOOKED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,SOUTHERN,PSYCHOPATHIC CASE
ASSAULT,INFLICT INJURY ON COHABITEE,Saturday,INGLESIDE,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,SOUTHERN,"ARREST, CITED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,TENDERLOIN,"ARREST, CITED"
LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Saturday,PARK,"ARREST, BOOKED"
OTHER OFFENSES,RECKLESS DRIVING,Sunday,TARAVAL,"ARREST, BOOKED"
DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Sunday,TARAVAL,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Sunday,MISSION,"ARREST, CITED"
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Friday,TARAVAL,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,INGLESIDE,"ARREST, CITED"
VANDALISM,DAMAGE TO FIRE ALARM APPARATUS,Saturday,NORTHERN,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,MISSION,PSYCHOPATHIC CASE
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Sunday,NORTHERN,"ARREST, BOOKED"
OTHER OFFENSES,CONSPIRACY,Sunday,NORTHERN,"ARREST, BOOKED"
SUSPICIOUS OCC,SUSPICIOUS ACT TOWARDS FEMALE,Sunday,TARAVAL,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,MISSION,PSYCHOPATHIC CASE
ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Sunday,MISSION,NONE
ASSAULT,STALKING,Sunday,MISSION,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,TARAVAL,NONE
ASSAULT,BATTERY OF A POLICE OFFICER,Sunday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,RESISTING ARREST,Sunday,SOUTHERN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Sunday,SOUTHERN,"ARREST, BOOKED"
ASSAULT,BATTERY,Sunday,NORTHERN,"ARREST, CITED"
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Sunday,PARK,PSYCHOPATHIC CASE
DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Sunday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,BAYVIEW,"ARREST, CITED"
OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Sunday,CENTRAL,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF HEROIN,Sunday,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT WITH PRIOR,Sunday,TENDERLOIN,"ARREST, BOOKED"
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Sunday,CENTRAL,NONE
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,SOUTHERN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Sunday,SOUTHERN,"ARREST, BOOKED"
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,NORTHERN,NONE
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,MISSION,NONE
WARRANTS,WARRANT ARREST,Sunday,MISSION,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Sunday,MISSION,NONE
OTHER OFFENSES,TRAFFIC VIOLATION,Sunday,BAYVIEW,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,CENTRAL,"ARREST, CITED"
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Sunday,BAYVIEW,NONE
ASSAULT,BATTERY,Sunday,SOUTHERN,"ARREST, BOOKED"
LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Sunday,SOUTHERN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Sunday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Sunday,INGLESIDE,NONE
DRUG/NARCOTIC,SALE OF MARIJUANA,Sunday,PARK,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Sunday,PARK,"ARREST, BOOKED"
OTHER OFFENSES,CONSPIRACY,Sunday,PARK,"ARREST, BOOKED"
BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Sunday,MISSION,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,MISSION,"ARREST, BOOKED"
OTHER OFFENSES,PROBATION VIOLATION,Sunday,MISSION,"ARREST, BOOKED"
DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Sunday,PARK,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Sunday,PARK,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Sunday,BAYVIEW,"ARREST, CITED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,BAYVIEW,"ARREST, CITED"
LARCENY/THEFT,PETTY THEFT WITH PRIOR,Sunday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,SALE OF MARIJUANA,Sunday,PARK,"ARREST, BOOKED"
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Sunday,BAYVIEW,"ARREST, CITED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Sunday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,SALE OF MARIJUANA,Sunday,PARK,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,SOUTHERN,"ARREST, BOOKED"
OTHER OFFENSES,PAROLE VIOLATION,Sunday,SOUTHERN,"ARREST, BOOKED"
FRAUD,FALSE ID TO PEACE OFFICER,Sunday,SOUTHERN,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Sunday,MISSION,"ARREST, BOOKED"
ROBBERY,ATTEMPTED ROBBERY ON THE STREET W/DEADLY WEAPON,Sunday,MISSION,NONE
ASSAULT,THREATS AGAINST LIFE,Sunday,MISSION,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,TARAVAL,NONE
SUSPICIOUS OCC,SUSPICIOUS PERSON,Tuesday,TARAVAL,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,TARAVAL,NONE
ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Saturday,CENTRAL,"ARREST, BOOKED"
ASSAULT,BATTERY OF A POLICE OFFICER,Saturday,CENTRAL,"ARREST, BOOKED"
OTHER OFFENSES,RESISTING ARREST,Saturday,CENTRAL,"ARREST, BOOKED"
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,MISSION,UNFOUNDED
BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Sunday,TARAVAL,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,PARK,NONE
BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",Monday,PARK,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,PARK,NONE
TRESPASS,TRESPASSING ON RAILROAD TRAINS,Sunday,SOUTHERN,UNFOUNDED
VEHICLE THEFT,STOLEN AUTOMOBILE,Monday,NORTHERN,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,SOUTHERN,NONE
MISSING PERSON,MISSING ADULT,Thursday,MISSION,NONE
VEHICLE THEFT,STOLEN TRUCK,Thursday,PARK,NONE
NON-CRIMINAL,TARASOFF REPORT,Thursday,MISSION,NONE
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,CENTRAL,NONE
ASSAULT,BATTERY,Thursday,MISSION,NONE
BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Thursday,PARK,NONE
VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Thursday,PARK,NONE
VEHICLE THEFT,STOLEN MOTORCYCLE,Thursday,PARK,NONE
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Friday,SOUTHERN,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,INGLESIDE,NONE
SUSPICIOUS OCC,UNUSUAL OCCURENCE,Thursday,SOUTHERN,UNFOUNDED
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,SOUTHERN,UNFOUNDED
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,TARAVAL,NONE
NON-CRIMINAL,TRAFFIC ACCIDENT,Saturday,TARAVAL,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,MISSION,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,MISSION,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,MISSION,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A GUN,Monday,INGLESIDE,"ARREST, BOOKED"
ASSAULT,ATTEMPTED HOMICIDE WITH A GUN,Monday,INGLESIDE,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Monday,INGLESIDE,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Monday,INGLESIDE,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Monday,INGLESIDE,"ARREST, BOOKED"
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Monday,INGLESIDE,"ARREST, BOOKED"
VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,TARAVAL,NONE
RUNAWAY,RUNAWAY,Monday,PARK,LOCATED
MISSING PERSON,FOUND PERSON,Monday,PARK,LOCATED
ROBBERY,ATTEMPTED ROBBERY ON THE STREET WITH BODILY FORCE,Monday,TENDERLOIN,NONE
LARCENY/THEFT,GRAND THEFT FROM PERSON,Monday,TENDERLOIN,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,RICHMOND,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,TARAVAL,NONE
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Thursday,SOUTHERN,"ARREST, BOOKED"
DRUG/NARCOTIC,MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED,Thursday,SOUTHERN,"ARREST, BOOKED"
SUSPICIOUS OCC,SUSPICIOUS PERSON,Tuesday,TARAVAL,NONE
MISSING PERSON,MISSING JUVENILE,Monday,BAYVIEW,NONE
MISSING PERSON,FOUND PERSON,Monday,BAYVIEW,NONE
BURGLARY,"BURGLARY, FORCIBLE ENTRY",Wednesday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,BAYVIEW,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,BAYVIEW,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,MISSION,NONE
VEHICLE THEFT,STOLEN MOTORCYCLE,Tuesday,NORTHERN,NONE
LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Wednesday,INGLESIDE,NONE
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,PARK,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,BAYVIEW,NONE
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,PARK,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,CENTRAL,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,INGLESIDE,NONE
MISSING PERSON,MISSING JUVENILE,Wednesday,SOUTHERN,LOCATED
MISSING PERSON,FOUND PERSON,Wednesday,SOUTHERN,LOCATED
OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,CENTRAL,"ARREST, CITED"
"SEX OFFENSES, FORCIBLE","ATTEMPTED RAPE, BODILY FORCE",Thursday,MISSION,NONE
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,MISSION,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,MISSION,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,MISSION,PSYCHOPATHIC CASE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,MISSION,PSYCHOPATHIC CASE
VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,INGLESIDE,NONE
DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Friday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Friday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Friday,TENDERLOIN,"ARREST, BOOKED"
WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,RICHMOND,"ARREST, BOOKED"
WARRANTS,WARRANT ARREST,Thursday,RICHMOND,"ARREST, BOOKED"
OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Tuesday,INGLESIDE,NONE
ARSON,ATTEMPTED ARSON,Tuesday,TARAVAL,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,TARAVAL,NONE
OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,TARAVAL,NONE
LARCENY/THEFT,ATTEMPTED THEFT OF A BICYCLE,Thursday,TENDERLOIN,NONE
OTHER OFFENSES,PROBATION VIOLATION,Thursday,TENDERLOIN,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,TARAVAL,NONE
OTHER OFFENSES,HARASSING PHONE CALLS,Monday,NORTHERN,NONE
VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Wednesday,INGLESIDE,NONE
VEHICLE THEFT,STOLEN TRUCK,Wednesday,INGLESIDE,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,MISSION,NONE
VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,INGLESIDE,NONE
DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Thursday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Thursday,TENDERLOIN,"ARREST, BOOKED"
OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Thursday,TENDERLOIN,"ARREST, BOOKED"
DRUG/NARCOTIC,POSSESSION OF HEROIN,Thursday,NORTHERN,"ARREST, BOOKED"
NON-CRIMINAL,FOUND PROPERTY,Friday,INGLESIDE,NONE
BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Wednesday,TARAVAL,NONE
ROBBERY,"ROBBERY, ARMED WITH A KNIFE",Thursday,TARAVAL,NONE
LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,TARAVAL,NONE
FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,TARAVAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE
BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Wednesday,NORTHERN,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,CENTRAL,NONE
LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,CENTRAL,NONE
NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Friday,RICHMOND,PSYCHOPATHIC CASE
ROBBERY,ATTEMPTED ROBBERY WITH A KNIFE,Friday,NORTHERN,NONE
ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Friday,NORTHERN,NONE
ASSAULT,UNLAWFUL DISSUADING/THREATENING OF A WITNESS,Friday,BAYVIEW,NONE
NON-CRIMINAL,LOST PROPERTY,Friday,BAYVIEW,NONE
SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,MISSION,NONE
NON-CRIMINAL,FOUND PROPERTY,Friday,BAYVIEW,NONE
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Friday,TARAVAL,"ARREST, CITED"
ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Saturday,MISSION,NONE
NON-CRIMINAL,AIDED CASE,Friday,RICHMOND,NONE
ROBBERY,"ROBBERY, BODILY FORCE",Friday,INGLESIDE,NONE
WEAPON LAWS,DISCHARGE FIREARM WITHIN CITY LIMITS,Saturday,MISSION,NONE
LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Friday,MISSION,NONE
OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,MISSION,"ARREST, CITED"
OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,NORTHERN,"ARREST, BOOKED"
NON-CRIMINAL,LOST PROPERTY,Thursday,TARAVAL,NONE
NON-CRIMINAL,FOUND PROPERTY,Friday,SOUTHERN,NONE
BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Saturday,BAYVIEW,NONE
FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Friday,CENTRAL,NONE
